l3_id,l3_name,l2_id,l2_name,l1_id,l1_name,scene_name_zh,scene_name_en,industry_code,industry_name,process_step,step_order,total_steps_in_scene,is_new_l3,human_description,duration_estimate,parallel_with,boundary_note,scene_id,source_file
L3-01-08-002,停位-进料口前-分米级,L2-01-08,精确停位,L1-01,全身位移,上料投放-生物质破碎机-秸秆废料进料,MaterialFeeding-BiomassCrusher-StrawWasteInfeed,25-254-2541,石油、煤炭及其他燃料加工业,破碎,12,18,True,在破碎机进料口前方的投料位置调整站位,1-2,,,25-254-2541,l3_上料投放-生物质破碎机-秸秆废料进料.json
L3-03-03-003,协搬-叉载物料-抬升至投放位,L2-03-03,双臂协调搬运,L1-03,上肢空间运动,上料投放-生物质破碎机-秸秆废料进料,MaterialFeeding-BiomassCrusher-StrawWasteInfeed,25-254-2541,石油、煤炭及其他燃料加工业,破碎,13,18,True,将载有物料的叉子抬升并移动到进料口上方,2-3,,,25-254-2541,l3_上料投放-生物质破碎机-秸秆废料进料.json
L3-03-04-001,翻转-长柄工具前倾-45至90度卸料,L2-03-04,物体翻转调姿,L1-03,上肢空间运动,上料投放-生物质破碎机-秸秆废料进料,MaterialFeeding-BiomassCrusher-StrawWasteInfeed,25-254-2541,石油、煤炭及其他燃料加工业,破碎,14,18,True,倾斜叉子使秸秆或木屑滑落入破碎机进料口,1-2,,,25-254-2541,l3_上料投放-生物质破碎机-秸秆废料进料.json
L3-09-01-002,注视-破碎机进料口-运行状态确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,上料投放-生物质破碎机-秸秆废料进料,MaterialFeeding-BiomassCrusher-StrawWasteInfeed,25-254-2541,石油、煤炭及其他燃料加工业,破碎,15,18,True,观察物料进入破碎机的状态确认无堵塞,1-3,,,25-254-2541,l3_上料投放-生物质破碎机-秸秆废料进料.json
L3-09-05-001,侧听-设备运转声-破碎机处,L2-09-05,听觉定位侧听,L1-09,感知定位运动,上料投放-生物质破碎机-秸秆废料进料,MaterialFeeding-BiomassCrusher-StrawWasteInfeed,25-254-2541,石油、煤炭及其他燃料加工业,破碎,16,18,True,侧耳听破碎机运行声音判断是否正常无卡料,1-2,15,,25-254-2541,l3_上料投放-生物质破碎机-秸秆废料进料.json
L3-02-04-002,转体-90至180度-空载状态,L2-02-04,躯干旋转,L1-02,躯体姿态调整,上料投放-生物质破碎机-秸秆废料进料,MaterialFeeding-BiomassCrusher-StrawWasteInfeed,25-254-2541,石油、煤炭及其他燃料加工业,破碎,17,18,True,转体面向原料堆方向准备返回取料,1-2,,,25-254-2541,l3_上料投放-生物质破碎机-秸秆废料进料.json
L3-01-01-001,行走-工业地坪-中速,L2-01-01,平地直行,L1-01,全身位移,上料投放-生物质破碎机-秸秆废料进料,MaterialFeeding-BiomassCrusher-StrawWasteInfeed,25-254-2541,石油、煤炭及其他燃料加工业,破碎,18,18,False,持空叉行走返回原料堆旁准备下一次取料,3-8,,[边界判定]空叉重量未超过机器人自重5%，归入平地直行而非负载行走,25-254-2541,l3_上料投放-生物质破碎机-秸秆废料进料.json
L3-03-01-001,伸达-传送带上方-无障碍直线,L2-03-01,空载伸达,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,1,28,True,从上游传送位置伸手准备接收缝制完成的包体,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-04-001,适抓-软质皮革-袋状包体,L2-04-04,形变适应抓取,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,2,28,True,双手包络抓握柔软的皮质包体,1-2,,[边界判定]皮质包体为柔软变形材料，抓取时需适应变形，非刚性力量抓握,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-03-001,协搬-软质包袋-轻载,L2-03-03,双臂协调搬运,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,3,28,True,将包体从传送位置搬运到工作台面,2-3,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-05-001,定放-皮质包体-厘米级,L2-03-05,精确定点放置,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,4,28,True,将包体放置到工作台指定位置,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-07-001,释放-渐进松指-柔性物体已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,5,28,True,松开双手释放包体使其平稳放置在台面上,0.5-1,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-04-001,翻转-绕水平轴-90至180度,L2-03-04,物体翻转调姿,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,6,28,True,翻转包体调整至适合安装五金的朝向,2-4,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-09-01-001,注视-安装位置标记-定位确认,L2-09-01,视觉注视对准,L1-09,感知定位运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,7,28,True,目视确认第一个五金安装位置的预置标记点,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-01-002,伸达-物料盒上方-侧向伸展,L2-03-01,空载伸达,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,8,28,True,伸手到五金件料盒区域准备取料,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-02-001,捏取-二指对捏-小型铆钉,L2-04-02,精密捏取,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,9,28,True,用指尖精确捏取铆钉等小型五金件,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-02-001,转移-小型紧固件-近距,L2-03-02,单臂负载转移,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,10,28,True,将铆钉从料盒转移到包体安装位置上方,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-07-01-001,插入-铆钉穿孔-间隙配合,L2-07-01,直线插入,L1-07,约束路径操作,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,11,28,True,将铆钉精确对准预打孔位置并穿入,2-3,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-07-002,释放-指尖松开-紧固件已定位,L2-04-07,受控释放,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,12,28,True,松开手指释放已穿入孔位的铆钉,0.5-1,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-01-003,伸达-工具架区域-侧向伸展,L2-03-01,空载伸达,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,13,28,True,伸手到工具架取铆接工具（铆枪或铆锤）,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-03-001,工具握持-铆接工具-冲压功能姿,L2-04-03,工具功能握持,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,14,28,True,以适合铆接操作的姿势握持铆接工具手柄,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-02-002,转移-手持工具-近距对位,L2-03-02,单臂负载转移,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,15,28,True,将铆接工具移动对准已穿入的铆钉位置,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-05-05-001,敲击-铆接工具-中等冲击,L2-05-05,冲击敲击,L1-05,线性力施加,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,16,28,True,按压铆枪或敲击铆锤完成铆钉铆合,1-2,,[边界判定]铆接需要瞬时冲击力使铆钉变形锁定，非持续推压,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-05-002,定放-手持工具-厘米级,L2-03-05,精确定点放置,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,17,28,True,将铆接工具放回工具架或台面暂存位,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-07-003,释放-渐进松指-工具已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,18,28,True,松开手指释放工具,0.5-1,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-01-002,伸达-物料盒上方-侧向伸展,L2-03-01,空载伸达,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,19,28,False,伸手到锁扣料盒区域准备取锁扣五金,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-02-002,捏取-三指捏持-锁扣组件,L2-04-02,精密捏取,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,20,28,True,捏取锁扣组件（包含螺丝）,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-07-03-001,对接-锁扣螺柱-3自由度对准,L2-07-03,多轴对位插接,L1-07,约束路径操作,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,21,28,True,将锁扣对准安装孔位并穿入螺柱,2-4,,[边界判定]锁扣安装需XY定位+角度对准+Z向插入，属多轴对位,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-06-02-001,手拧-锁扣螺母-顺时针预紧,L2-06-02,徒手旋拧,L1-06,旋转操作,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,22,28,True,用手指拧入锁扣螺母数圈进行预紧,2-4,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-03-002,工具握持-螺丝刀-旋拧功能姿,L2-04-03,工具功能握持,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,23,28,True,取螺丝刀以旋拧功能姿势握持,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-06-01-001,工具旋拧-十字螺丝刀-M3至M5螺钉,L2-06-01,工具辅助旋拧,L1-06,旋转操作,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,24,28,True,用螺丝刀将锁扣螺母拧紧至规定扭矩,3-5,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-09-03-001,扫检-包体五金安装面-逐点扫描,L2-09-03,区域扫描巡视,L1-09,感知定位运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,25,28,True,目视逐一检查所有已安装五金件的位置和牢固度,3-5,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-04-001,适抓-软质皮革-袋状包体,L2-04-04,形变适应抓取,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,26,28,False,双手抓握完成安装的包体,1-2,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-03-03-001,协搬-软质包袋-轻载,L2-03-03,双臂协调搬运,L1-03,上肢空间运动,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,27,28,False,将成品包体搬运至下游传送位置,2-3,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-04-07-001,释放-渐进松指-柔性物体已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,五金组装-皮箱包袋-多规格切换,HardwareAssembly-LeatherBag-MultiSpec,19-00-1922,皮革、毛皮、羽毛及其制品和制鞋业,五金安装,28,28,False,释放包体至下游传送带或暂存位,0.5-1,,,19-00-1922,l3_五金组装-皮箱包袋-多规格切换.json
L3-01-08-001,停位-工装标定点-厘米级,L2-01-08,精确停位,L1-01,全身位移,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,1,32,True,步行至伞骨组装工位并在工装前精确停位,2-4,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-03-01-001,伸达-物料盒上方-无障碍直线,L2-03-01,空载伸达,L1-03,上肢空间运动,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,2,32,True,伸手至主伞骨物料盒上方,1-2,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-04-01-001,力握-细长杆件-直径3至8mm,L2-04-01,力量抓握,L1-04,手部抓握操控,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,3,32,True,力量抓握主伞骨（细长金属杆件）,0.5-1,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-03-02-001,转移-细长轻质杆件-近距,L2-03-02,单臂负载转移,L1-03,上肢空间运动,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,4,32,True,将主伞骨从物料盒转移至工装上方,1-2,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-03-05-001,定放-杆件入槽-毫米级,L2-03-05,精确定点放置,L1-03,上肢空间运动,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,5,32,True,将主伞骨精确定位放置到工装固定槽中,1-2,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-04-07-001,释放-渐进松指-物体已支撑,L2-04-07,受控释放,L1-04,手部抓握操控,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,6,32,True,松开手指释放主伞骨使其落入工装槽,0.3-0.5,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-03-01-001,伸达-物料盒上方-无障碍直线,L2-03-01,空载伸达,L1-03,上肢空间运动,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,7,32,False,伸手至支撑骨物料盒上方,1-2,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-04-01-001,力握-细长杆件-直径3至8mm,L2-04-01,力量抓握,L1-04,手部抓握操控,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,8,32,False,力量抓握支撑骨（细长金属杆件）,0.5-1,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-03-02-001,转移-细长轻质杆件-近距,L2-03-02,单臂负载转移,L1-03,上肢空间运动,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,9,32,False,将支撑骨转移至工装关节对位区,1-2,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-03-01-002,伸达-工装关节位-精确定位,L2-03-01,空载伸达,L1-03,上肢空间运动,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,10,32,True,左手伸向主伞骨关节孔位置准备扶持,0.5-1,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-05-04-001,夹持-双指对向-持续固定,L2-05-04,夹紧固持,L1-05,线性力施加,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,11,32,True,左手捏持主伞骨关节孔位置保持固定,0.5-1,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-07-03-001,对接-双杆件关节孔-3自由度对准,L2-07-03,多轴对位插接,L1-07,约束路径操作,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,12,32,True,右手将支撑骨关节孔与主伞骨关节孔精确对准,2-4,11,[边界判定]涉及XY位置对准+角度对准，属于多轴对位而非单轴插入,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
L3-05-04-002,夹持-多杆件捆持-短时固定,L2-05-04,夹紧固持,L1-05,线性力施加,伞骨组装-金属伞架-多关节铆接,Assembly-MetalUmbrellaFrame-MultiJointRiveting,41-00-4119,其他制造业,伞骨组装,13,32,True,保持双骨对位状态，左手临时固持两根伞骨,0.5-1,,,41-00-4119,l3_伞骨组装-金属伞架-多关节铆接.json
